Systemnummer,Barcode,Volltext,Verlagsort normiert ; GND-ID,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Marker,Werktitel,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe
AC10211025,Z171736009,http://data.onb.ac.at/ABO/%2BZ171736009,Jena; (DE-588)4028557-1,"Krebs, Samuel; (DE-588)1020857234","Krebs, Samuel; (DE-588)1020857234",1675,TravelogueD17 Europa Asien; TravelogueD17 Orient,,<<Der beeden Königl. ErbFürstenthümer Schweidnitz und Jauer in Schlesien Hochverordneten LandesBestelltens Des HochEdelgebohrnen Herren Heinrich von Poser und GroßNedlitz/>> Lebens= und Todes Geschichte/; Worinnen das TageBuch seiner Reise von Constantinopel aus durch die Bulgarey/ Armenien/ Persien und Jndien ans Liecht gestellet; von Dessen danckbahrem Sohne Heinrich von Poser und GroßNedlitz/ auff Tschechen/ Nieder Körnitz/ Obereck/ gedachter Fürstenthümer Königlichem Manne/ und OberSteuerEinnehmer sonst Dem Geprüfeten
AC10222520,Z184092300,http://data.onb.ac.at/ABO/%2BZ184092300,Nürnberg; (DE-588)4042742-0,"Lochner, Christoph; (DE-588)1045578754","Lochner, Christoph; (DE-588)1045578754",1666,TravelogueD17 Europa,,"Itinerarium Thalassicum Das ist: Newe Raiß= und Meers=Beschreibung; Darinnen die Raiß und Seefahrten von der Stadt Steyr auß/ durch Teutsch= und Ungar=Land/ in Italiam, und anderen Ländern; Wie auch deren Städt/ vornembste Palatia, Vestungen/ und unter Weg liegenden Flecken/ von Meilen zu Meilen/ sambt ihrer Gelegenheit und anderer Orthen: Was sich auch Denckwürdiges auf der Venetianischen Seefahrt und zu Land/ ietzt und vorhero zugetragen; Benebenst mit etlichen Kupfferstucken/ und schönen Historien/ und etlicher Orthen Urhebung und Anfang; gründlich beschrieben/ und kürtzlich verfasst hat Matthias Puel/ T. P. M. V."
AC10225520,Z178386004,http://data.onb.ac.at/ABO/%2BZ178386004,Augsburg; (DE-588)4003614-5,"Dabertzhofer, Chrysostomus; (DE-588)1036633810","Dabertzhofer, Chrysostomus; (DE-588)1036633810",1611,TravelogueD17 Ozeanien,Relacion de un memorial,Relation Herrn Petri Fernandes de Quir/ Spanischen Hauptmans etc. So er König May. in Spanien etc. Von dem new erfundnem vierten theil der Welt (so bißher in Mappis oder Landafflen Terra Australis incognita genannt) vnd desselben Länder/ Reichthumb vnd Fruchtbarkeit etc. vbergeben; Jn Spanischer Sprach zu Pampelona mit deß Königlichen Raths erlaubnuß getruckt/ jetzo aber meniglich zu gutem ins Teutsch gebracht
AC10227706,Z166652606,http://data.onb.ac.at/ABO/%2BZ166652606,Mainz; (DE-588)4037124-4,"Lipp, Balthasar; (DE-588)119745097","Lipp, Balthasar; (DE-588)119745097",1603,TravelogueD17 Asien Afrika; TravelogueD17 Orient,"Peregrynacya, albo pielgrzymowanie do Jeruzalem ziemi świe̜tej","Jüngst geschehene Hierosolymitanische Reyse vnd Wegfahrt/ DEs Durchleuchtigen/ Hochgebornen Fürsten vnnd Herren/ Herrn Nicolai Christophori Radzivili, Hertzogen in Olika vnnd Nyeswiesz, Grafen in Szyllowikc vnd Myr, &c.; Welche in vier Sendschreiben begriffen/ darinn sehr nützliche/ lustige vnd seltzame ding/ im Heiligen vnd Egyptischen Landt: in vielen Jnseln/ auff dem Meer vnd Nilo/ von den Christen/ Türcken/ Arabern/ vnd anderer allerhand jetziger Zeit Sachen/ zu ersehen; Auß Polischer Sprach/ in Latein versetzt/ vnd zum ersten mal in Druck verfertiget/ Durch Den Achtbarwürdigen vnd Wolgelehrten Herren Thomam Tretervm, des hohen Tumbstiffts zu Frawnburgk Custodem. Jetzundt aber auß Lateinischer Sprach inn Teutsch verfasset. Durch Lavrentivm A Borkav Nobil. Prvtznvm"
AC09705781,Z168354301,http://data.onb.ac.at/ABO/%2BZ168354301,Nürnberg; (DE-588)4042742-0,"Hulsius, Levinus; (DE-588)117056235","Lochner, Christoph; (DE-588)103751873X",1601,TravelogueD17 Südamerika,Discoverie of Guiana; (DE-588)4489710-8,"Kurtze Wunderbare Beschreibung/ Deß Goldreichen Königreichs Guianæ in America oder newen Welt/ vnder der Linea Æquinoctiali gelegen:; So neulich Anno 1594. 1595. vnd 1596 von dem Wolgebornen Herrn/ Herrn Walthero Ralegh einem Englischen Ritter/ besucht worden:; Erstlich aus befehl seiner Gnaden in zweyen Büchlein beschrieben/ daraus Iodocus Hondius, ein schöne LandTaffel/ mit einer Niderländischen erklärung gemacht. Jetzt aber ins Hochteutsch gebracht/ vnd auß vnterschiedlichen Authoribus erkläret"
AC09705661,Z168354404,http://data.onb.ac.at/ABO/%2BZ168354404,Nürnberg; (DE-588)4042742-0,"Hulsius, Levinus; (DE-588)117056235","Lochner, Christoph; (DE-588)103751873X",1603,TravelogueD17 Südamerika,Discoverie of Guiana; (DE-588)4489710-8,<<Die>> Fünffte Kurtze Wunderbare Beschreibung/ Deß Goldreichen Königsreichs Guianæ in America oder neuen Welt/ vnter der linea Æquinoctiali gelegen:; So neulich Anno 1594. 1595 vnd 1596 von dem Wolgebornen Herrn/ Herrn Walthero Ralegh einem Engelischen Ritter/ besucht worden; Erstlich auß befehl seiner Gnaden in zweyen Büchlein beschrieben/ daraus Jodocus Hondius/ ein schöne Land Tafel/ mit einer Niderländischen erklärung gemacht. Jetzt aber ins Hochteutsch gebracht/ vnd auß vnterschiedlichen Authoribus erkläret
AC13779622,Z168351506,http://data.onb.ac.at/ABO/%2BZ168351506,Frankfurt am Main; (DE-588)4018118-2,"Le Blon, Christoph; (DE-588)129782793",,1663,TravelogueD17 Südamerika,Discoverie of Guiana; (DE-588)4489710-8,"<<Die>> Fünffte Kurtze Wunderbare Beschreibung/ Deß Goldreichen Königreichs Guianæ in America oder neuen Welt/ vnter der linea Æquinoctiali gelegen:; So neulich Anno 1594. 1595. vnd 1596. von dem Wolgebornen Herrn/ Herrn Walthero Ralegh einem Engelischen Ritter/ besucht worden:; Erstlich auß Befehl seiner Gnaden in zweyen Büchlein beschrieben/ daran Jodocus Hondius, eine schöne Land=Tafel/ mit einer Niderländischen erklärung gemacht. Jetzt aber ins Hochteutsch gebracht/ vnd auß vnterschiedlichen Authoribus erkläret"
AC09625879,Z163301501,http://data.onb.ac.at/ABO/%2BZ163301501,Frankfurt am Main; (DE-588)4018118-2,"Bry, Johann Israel <<de>>; (DE-588)118516396","Rötel, Kaspar; (DE-588)1037507312",1624,TravelogueD17 Südamerika,Discoverie of Guiana; (DE-588)4489710-8,"Achter Theil Americæ, Darinnen Erstlich beschrieben wird das Mächtige vnd Goldtreiche Königreich Guiana zu Norden deß grossen Flusses Orenoke; Entdecket vnd beschrieben durch Herrn Walther Rhaleg/ Rittern/ vnd Hauptmann Königlicher Mayestät in Engelland Leibsquardi. Zum andern/ Eine Reyse Herrn Thomas Candisch/ Admirals/ welcher im Jahr 1586. das Meer bey 13000. Englischer Meylen besegelt/ und anno 1588. wieder zu Haus angelangt. Vnd dann drey sonderbare Reysen Herrn Frantzen Drakens/ Ritters/ so er in Jahren 1577. 1585. vnd 1595. vollbracht vnd was seine verrichtungen gewest. Auß dem Holländischen ins Hochteutsch vbersetzt/ vnd mit einer schönen LandTafel Guianæ so bald im anfang deß Wercks zu sehen auch andern viel künstlichen Kupfferstücken gezieret. Durch Joh. Theod. De Bry. Von Newem vbersehen in ein richtiger Ordnung gebracht/ vnd zum andernmahl vffgelegt/ auch mit vielen Kupfferstücken vber vorige vermehret"
AC07938330,Z159579100,http://data.onb.ac.at/ABO/%2BZ159579100,Rothenburg ob der Tauber; (DE-588)4050698-8,"Millenau, Noah <<von>>; (DE-588)1037522532","Millenau, Noah <<von>>; (DE-588)1037522532",1682,TravelogueD17 Asien; TravelogueD17 Orient,Aigentliche Beschreibung der Raiss inn die Morgenländer; (DE-588)4816378-8,"<<Leonis Flaminii>> Itinerarium Per Palæstinam; Das ist/ Eine mit vielen schönen Curiositæten angefüllte Reiß=Beschreibung; mit Fleiß und wohl bedacht außgefertiget von obig=erwehnten Leone Flaminio, Rerum Exoticarum Admiratore & Cultore"
AC10247606,Z221886200,http://data.onb.ac.at/ABO/%2BZ221886200,Straßburg; (DE-588)4057878-1,"Staedel, Josias; (DE-588)100276199","Staedel, Josias; (DE-588)100276199",1677,TravelogueD17 Südamerika Nordamerika,,"<<Ambrosii Richßhoffers,>> Braßilianisch= und WestJndianische Reiße Beschreibung"
AC07794617,Z165708902,http://data.onb.ac.at/ABO/%2BZ165708902,Nürnberg; (DE-588)4042742-0,"Tauber, Johann Daniel; (DE-588)129126217","Miltenberger, Johann Philipp; (DE-588)1037513053",1672,TravelogueD17 Asien,,"<<Johann Jacob Saars/>> Ost-Jndianische Funfzehen=Jährige Kriegs=Dienste/; Und Wahrhafftige Beschreibung/ Was sich Zeit solcher funfzehen Jahr/ von Anno Christi 1644, biß Anno Christi 1659. zur See/ und zu Land/ in offentlichen Treffen/ in Belägerungen/ in Stürmen/ in Eroberungen/ Portugäsen/ und Heydnischer/ Plätze und Städte/ in Marchirn, in Quartirn, mit Jhm/ und andern Seinen Camerades begeben habe/ am allermeinsten auff der grossen/ und herrlichen/ Jnsul Ceilon. Zum andern mahl heraus gegeben/ Und mit vielen denckwürdigen Notis oder Anmerckungen/ wie auch Kupfferstücken/ vermehret/ und gezieret"
AC10282956,Z18287220X;Z162223300,http://data.onb.ac.at/ABO/%2BZ18287220X;http://data.onb.ac.at/ABO/%2BZ162223300,Frankfurt am Main; Leipzig; Königsberg; (DE-588)4018118-2; (DE-588)4035206-7; (DE-588)4031541-1,"Hallervord, Martin; (DE-588)133504492","Andreae, Johann; (DE-588)135718341",1675,TravelogueD17 Europa,Lapponia,<<Joannis Schefferi von Straßburg>> Lappland/; Das ist: Neue und wahrhafftige Beschreibung von Lappland und dessen Einwohnern/ worin viel bißhero  unbekandte Sachen von der Lappen Ankunnft/ Aberglauben/ Zauberkünsten/ Nahrung/ Kleidern/ Geschäfften/ wie auch von den Thieren und Metallen so es in ihrem Lande giebet/ erzählet/ und mit unterschiedlichen Figuren für gestellet worden
AC10283495,Z180648307,http://data.onb.ac.at/ABO/%2BZ180648307,Helmstedt; (DE-588)4024344-8,"Zeising, Paul; (DE-588)1037511956","Zeising, Paul; (DE-588)1037511956",1679,TravelogueD17 Europa Asien; TravelogueD17 Orient,,Kurtze und wahrhafftige Reise=Beschreibung/ Der Reiß von Erffurt auß Thüringen nach dem gewesenen gelobten Lande/ und der Heil. Stadt Jerusalem; Mit beygefügten Abriß der Gelegenheit gedachter Stadt/ neben der itzigen Gestalt des Tempels und H. Grabes/ Dabey auch mehrentheils erzehlet seynd die Länder/ Städte und Oerter/ durch und an welchen hin/ ich in eigner Person beydes zu Wasser und zu Lande hinein und herausser warts gereiset als seynd: Meissen/ Francken/ Schwaben und Schweitzerland/ Lombardey/ Jtalien/ Sardinien/ Malta/ Sicilien Candia Cypern/ Palestina/ Pamphilien/ Cilicien/ Syrien/ Barbaria/ Spanien/ Portugal/ Gallicien/ Franckreich/ Engelland/ Holland/ Frießland/ Westphalen und andere Oerter mehr; verfertiget durch Hieronymum Scheidt
AC10230776,Z166666101,http://data.onb.ac.at/ABO/%2BZ166666101,Tübingen; (DE-588)4061147-4,"Cellius, Erhard; (DE-588)100077609","Cellius, Erhard; (DE-588)100077609",1604,TravelogueD17 Europa,Warhaffte Beschreibung Zweyer Raisen,Warhaffte Beschreibung Zweyer Raisen:; welcher Erste (die Badenfahrt genannt) der DVrchleuchtig Hochgeborne Fürst vnnd Herr/ Herr Friderich Hertzog zu Württemberg vnnd Teckh/ Graue zu Mümppelgart/ Herr zu Heidenheim/ Ritter beeder vhralten Königlichen Orden/ in Franckreich S. Michaels/ vnd Hosenbandts in Engellandt/ etc. im Jahr 1592. Von Mümppelgart auß/ in das weitberühmbte Königreich Engellandt: hernach im zuruck ziehen durch die Niderlandt biß widerumb gen Mümppelgart/ wol verrichtet: Die Ander/ So Hochgemelter Fürst auß Jhrer Fürst. Gn. Landts zu Württemberg Hauptstatt Studtgarten/ im Jahr 1599. in Italiam gethan/ vnd von Rom auß/ durch vil andere Ort/ widerumb gen Studtgart/ Anno 1600. im Mayen/ glücklich heimgelangt: Wie auß dem / der Geographischen diser Andern Jtalianischen Raiß beygefügter Landt Tafeln Wegweiser eigentlich zusehen; Auff Hochgedachter Jhrer Fürst. Gn. gnädigen Befelch von dero mitraisenden/ in Engellandt Jacob Rathgeben/ Kammer Secretarien: Jn Jtalien/ Heinrich Schickharten/ Jhrer F. Gn. Bawmeistern/ (wie in selbiger Raisen Titul an seinem Ort weiter zufinden) auffs kürtzest vnd fleissigest von Tag zu Tag verzeichnet/ Vnd sampt vorhergehendem Württembergischen Newen Jahr/ etc. Erhardi Cellii Professoris zu Tübingen: mit vor Hochgedachter Jhrer Fürst. Gnaden gnädiger bewilligung/ durch eundem Cellium abermal zusamen in Truck verfertiget
AC10472894,Z180055801,http://data.onb.ac.at/ABO/%2BZ180055801,Tübingen; (DE-588)4061147-4,"Cellius, Erhard; (DE-588)100077609","Cellius, Erhard; (DE-588)100077609",1603,TravelogueD17 Europa,Warhaffte Beschreibung Zweyer Raisen,Warhaffte Beschreibung Zweyer Raisen/ welcher Erste (die Badenfahrt genannt) der DVrchleuchtig Hochgeborne Fürst vnnd Herr/ Herr Friderich Hertzog zu Württemberg vnnd Teckh/ Graue zu Mümppelgart/ Herr zu Heidenheim/ Ritter beeder vhralten Königlichen Orden/ in Franckreich S. Michaels/ vnd Hosenbandts in Engellandt/ etc. im Jahr 1592. Von Mümppelgart auß/ in das weitberhümbte Königreich Engellandt: hernach im zu ruck ziehen durch die Niderlandt biß widerumb gen Mümppelgart/ wol verrichtet:; Die Ander/ so Hochgemelter Fürst auß Jhrer Fürst. Gn. Landts zu Württemberg Hauptstatt Stuttgarten/ im Jahr 1599. in Italiam gethan/ vnd von Rom auß/ durch vil andere Ort/ widerumb gen Stuttgart Anno 1600. im Mayen/ glücklich heimgelangt: Wie auß der Geographischen diser Andern Jtalianischen Raiß beygefügter Land Tafeln Wegweiser eigentlich zusehen:; Auff Hochgedachter Jhrer F. G. gnadligen Befelch von dero Mitraisenden/ in Engellandt Jacob Rahtgeben/ KammerSecretarien: in Jtalien/ Heinrich Schickhart/ Jhrer F. Gn. Bawmeistern/ (wie in derselbiger Raiß Titul an seinem Ort weiter zufinden) auffs kürzst vnd fleissigest von Tag zu Tag verzeichnet: vnnd Mit Woch Hochgedachter Jhrer F. G. gnädiger bewilligung sampt vorhergehendem Württembergischem Newen Jahr/ etc. zusamen in Truck gefertiget Durch M. Erh. Cellivm Poet. Et Hist. Professorem bey Fürstlicher löblicher Hohenschul zu Tübingen
AC10473585,Z257368909,http://data.onb.ac.at/ABO/%2BZ257368909,Zittau; (DE-588)4067897-0,"Hartmann, Michael; (DE-588)130117307","Hartmann, Michael; (DE-588)130117307",1693,TravelogueD17 Asien,Neu-entdecktes Sibyrien; 1690,"Neu=entdecktes Sieweria, Worinnen die Zobeln gefangen werden/ wie es anietzo angebaut und bewohnet ist/; Nebst desselbigen Landes=Gräntzen/ so wohl biß an Kithaiskia, Königreich China und die gantze Asiatische Tartarey/ als auch Samojedia und Nova Zembla. Zum andermahl/ Auff Begehren Curieuser Liebhaber auffgelegt/ jedoch in vielen Stücken verbessert und vermehret/ auch mit desselbigen Landes=Charta, so ein Schlüssel zum gantzen Wercke/ und mit andern Kupffer Stücken gezieret und herauß gegeben; von Georg Adam Schleisfing"
AC09974255,Z168354209,http://data.onb.ac.at/ABO/%2BZ168354209,Nürnberg; (DE-588)4042742-0,"Hulsius, Levinus; (DE-588)117056235",,1602,TravelogueD17 Südamerika,Wahrhafftige Historien einer wunderbaren Schiffart; (DE-588)4247028-6,"Vierte Schiffart. Warhafftige Historien. Einer Wunderbaren Schiffart/ welche Vlrich Schmidel von Straubing/ von Anno 1534. biß Anno 1554, in Americam oder Neuwewelt/ bey Brasilia vnd Rio della Plata gethan; Was er in diesen Neuntzehen Jahren außgestanden/ vn[d] was er für seltzame Wunderbare Länder vnd Leut er gesehen:; durch ermelten Schmidel selbst beschrieben/ An jetzt aber an Tag geben mit Verbesserung vnd Corrigierung der Stätt/ Lä nder [!]  vnd Flüß Namen/ deßgleichen mit einer nothwendigen Landtaffel/ Figuren/ vnd anderer mehr Erklerung/ gezieret/ Durch Levinvm Hvlsivm"
AC13779145,Z168351403,http://data.onb.ac.at/ABO/%2BZ168351403,Frankfurt am Main; (DE-588)4018118-2,"Hulsius, Maria; (DE-588)1174910941","Kempfer, Erasmus; (DE-588)1037504186",1612,TravelogueD17 Südamerika,Wahrhafftige Historien einer wunderbaren Schiffart; (DE-588)4247028-6,Vierdte Schiffart. Warhafftige Historien. Einer Wunderbaren Schiffart/ welche Vlrich Schmidel von Straubing/ von Anno 1534. biß Anno 1554. in Americam oder Neuwewelt/ bey Brasilia vnd Rio delle Plate gethan; Was er in diesen Neuntzehen Jahren außgestanden/ vn[d] was für seltzame Wunderbare Länder vnd Leut er gesehen:; durch ermelten Schmidel selbst beschrieben/ An jetzt aber an Tag geben mit Verbesserung vnd Corrigierung der Stätt/ Läner vnd Flüß Namen/ deßgleichen mit einer nothwendigen Landtaffel / Figuren/ vnd anderer mehr Erklerung/ gezieret. Durch Levinvm Hvlsivm
AC09625311,Z163301306,http://data.onb.ac.at/ABO/%2BZ163301306,Oppenheim; (DE-588)4043637-8,"Bry, Johann Theodor <<de>>; (DE-588)11851640X","Galler, Hieronymus; (DE-588)136199127",1617 [1624],TravelogueD17 Südamerika,Wahrhafftige Historien einer wunderbaren Schiffart; (DE-588)4247028-6,Das VII. Theil America Warhafftige vnd liebliche Beschreibung/ etlicher fürnemmen Jndianischen Landschafften und Jnsulen/ die vormals in keiner Chronicken gedacht/ vnd erstlich in der Schiffahrt Vlrici Schmidts von Straubingen/ mit großer Gefahr erkündigt/ vnd von ihm selber auff das fleissigste beschrieben vnd dargethan; Vnd an den Tag gebracht durch Dieterich von Bry
AC05861716,Z168352705,http://data.onb.ac.at/ABO/%2BZ168352705,Frankfurt am Main; (DE-588)4018118-2,"Hulsius, Maria; (DE-588)1174910941","Hoffmann, Nikolaus; (DE-588)1037502779",Jm Jar M.DC.XIX,TravelogueD17 Afrika Asien Südamerika Ozeanien,"Journael ofte beschryvinghe van de wonderlicke reyse, ghedaen door Will Cornelisz Schouten van Hoorn, inde jaren 1615, 1616 en 1617; 1618","<<Die>> sechzehende Schifffahrt. Journal/ Oder Beschreibung der wunderbaren Reise Wilhelm Schouten auß Hollandt/ im Jahr 1615. 16. vnd 17.; Darinnen er eine neuwe Durchfahrt neben dem Freto Magellanico, welche bißhero noch vnbekannt gewesen/ in die Suyd See entdeckt. Beneben erzehlung/ was für Land/ Jnsuln/ Leut/ allda gefunden/ vnd sich sonsten auff der Reise in der Suyd See zugetragen. Mit schönen LandCharten/ vnd Kupfferstücken erklärt"
AC11092815,Z185157508,http://data.onb.ac.at/ABO/%2BZ185157508,Frankfurt am Main; (DE-588)4018118-2,"Bry, Johann Theodor <<de>>; (DE-588)11851640X","Jacobi, Paul; (DE-588)12231509X",1619,TravelogueD17 Südamerika Asien Afrika Ozeanien,"Journael ofte beschryvinghe van de wonderlicke reyse, ghedaen door Will Cornelisz Schouten van Hoorn, inde jaren 1615, 1616 en 1617; 1618",Historische Beschreibung/ Der wunderbarlichen Reyse/ welche von einem Holländer/ Willhelm Schouten genandt/ neulicher Zeit ist verrichtet worden:; Darinnen angezeigt wird/ Durch was Mittel vnd Weise/ er gegen Mittag/ der Magellanischen Strassen/ einen newen vnd bißhero vnbekandten Weg in die Sud=See eröffnet habe: Auch Was für Länder/ Jnsuln/ Völcker/ vnd wunderbarlicher Sachen/ jhme in gemelter Sud=See auffgestossen seyen/ Alles von newem mit herrlichen Landtafeln/ vnd schönen Kupfferstücken gezieret/ vnd ans Tage Liecht gegeben/ Durch vnd in Verlegung Johann=Dieterich von Bry
AC02064682,,,Arnheim; (DE-588)4002980-3,"Jansson, Jan; (DE-588)122316924","Jansson, Jan; (DE-588)122316924",1618,TravelogueD17 Asien Afrika Südamerika Ozeanien,"Journael ofte beschryvinghe van de wonderlicke reyse, ghedaen door Will Cornelisz Schouten van Hoorn, inde jaren 1615, 1616 en 1617; 1618",Warhaffte Beschreibung Der Wunderbarlichen Räyse vnd Schiffart/ so Wilhelm Schout von Horn/ auß Hollandt nach Suden gethan/; vnd was gestalt er hinter der Magellanischen Enge/ ein newe vnd zuuor vnbekante Durchfahrt in die Sudersee gefunden. Neben kurtzer Anzeig der Landschafften/ Jnsuln/ Völckern/ so er auff angedeuter Räyß angetroffen. Sampt etlich beygelegten Kupfferstücken
AC08171604,Z257382001,http://data.onb.ac.at/ABO/%2BZ257382001,Amsterdam; (DE-588)4001783-7,"Meurs, Jacob <<van>>;;Someren, Joannes <<van>>; (DE-588)1089246331;;(DE-588)1037511786","Meurs, Jacob <<van>>;;Someren, Joannes <<van>>; (DE-588)1089246331;;(DE-588)1037511786",1676,TravelogueD17 Asien,Oost-Indische Voyagie; 1676,"Ost-Jndische REyse:; Worin erzehlt wird Viel gedenckwürdiges/ und ungemeine seltzame Sachen/ bluhtige See= und Feld-schlachten/ wieder die Portugisen und Makasser; Belägerungen/ Bestürmungen/ und Eroberungen vieler fürnehmer Städte und Schlösser. Wie auch Eine eigendliche Beschreibung der fürnehmsten Ost-Jndischen Landschaften/ Königreiche/ Jnseln und Städte; Jhre Gesetze/ Sitten/ Religion, Kleidung; Jtem: der Tiere/ Früchte und Gewächse/ ec. Zugleich Eine ausführliche Erzehlung/ was sich in der gefährlichen Zurückreise nach Holland/ zwischen den Ost-Jndischen Retour-Schiffen/ und den Engelländern, im Jahr 1665. in der Stadt Bergen in Norwegen/ wie auch in der Nord-See/ merckenswürdiges zugetragen hat; Alles beschrieben durch Mster Walter Schultzen, von Harlem. Nebenst noch Dem gefährlichen Schiffbruch des Jagt-Schifs/ ter schelling genant; Von Frantz Janß. von der Heyde/ aufgezeichnet. Mit vielen kunstreichen Figuren geziert. Und Aus dem Niederländischen ins Hochteutsche übergesetzet durch J. D."
AC10307407,Z105572305,http://data.onb.ac.at/ABO/%2BZ105572305,Nürnberg; (DE-588)4042742-0,"Lantzenberger, Johann; (DE-588)1034262378","Lantzenberger, Johann; (DE-588)1034262378",1608,TravelogueD17 Orient; TravelogueD17 Europa Asien,Ein newe Reyßbeschreibung auß Teutschland Nach Constantinopel und Jerusalem; 1608,Ein newe Reyßbeschreibung auß Teutschland Nach Constantinopel vnd Jerusalem; Darinn die gelegenheit derselben Länder/ Städt/ Flecken/ Gebew etc. der innwohnenten Völcker Art/ Sitten/ Gebreuch/ Trachten/ Religion vnd Gotteßdienst etc. Jn sonderheit die jetzige ware gestalt deß H. Grabs/ der Stadt Jerusalem vnd anderer heiligen Oerter/ darbey allenthalben der heiligen Schrifft vnd deß Authoris Meinung hievon. Jtem welcher gestalt vnd was die Röm. Keys. Maj. durch jhrn Legaten dem Türckischen Keyser/ auch dessen fürnembsten Officirn/ jedem besonder zur Praesent vnter wegen vnd zu Constantinopel damals überlieffern lassen/ sampt dasselben werth vnd der Legaten Ampt/ Habilitation/ jährlichen Besoldung etc. vnd gantzen Vnkosten daselbst. Deß gleichen deß Türckischen Reichs Gubernation/ Policey/ Hofhaltung/ nutzbarkeit deß Reysens/ vnd vielerley andern lustigen sachen/ Mit hundert schönen newen Figuren/ der gleichen nie wird gewesen seyn/ Jn III. vnterschiedlichen Büchern; Auffs fleissigst eigner Person verzeichnet vnd abgerissen Durch Salomon Schweigger/ damal Diener am Evangelio übers dritt Jar zu Constantinopel etc. Dieser Zeit aber Prediger der Kirchen zu vnder Frawen inn Nürnberg. Vnd jetzo auff offtes begehrn vieler fürnemer/ erfahrner vnd guthertziger Leut menniglich so wol zum Trost vnd Warnung als zur Lust
AC10307408,Z159579306,http://data.onb.ac.at/ABO/%2BZ159579306,Nürnberg; (DE-588)4042742-0,"Lantzenberger, Johann, Witwe; (DE-588)1037532813","Lantzenberger, Johann, Witwe; (DE-588)1037532813",1613,TravelogueD17 Asien Europa; TravelogueD17 Orient,Ein newe Reyßbeschreibung auß Teutschland Nach Constantinopel und Jerusalem; 1608,Ein newe Reyßbeschreibung auß Teutschland Nach Constantinopel vnd Jerusalem; Darinn die gelegenheit derselben Länder/ Städt/ Flecken/ Gebeu/ etc. der innwohnenten Völcker Art/ Sitten/ Gebräuch/ Trachten/ Religion vnd Gottesdienst/ etc. Jnsonderheit die jetzige ware gestalt deß H. Grabs/ der Stadt Jerusalem vnd anderer heiligen Oerter/ darbey allenthalben der heiligen Schrifft vnd deß Authoris Meynung hievon. Jtem welcher gestalt vnd was die Röm. Käys. Maj. durch jhrn Legaten dem Türckischen Käyser/ auch dessen fürnembsten Officirn/ jedem besonder zur Praesent vnter wegen vnd zu Constantinopel damals überliefern lassen/ sampt desselben werht vnd der Legaten Ampt/ Habilitation/ jährlichen besoldung/ ect. vnd gantzen Vnkosten daselbst. Deßgleichen deß Türckischen Reichs Gubernation/ Policey/ Hofhaltung/ nutzbarkeit deß Reysens/ vnd vielerley andern lustigen sachen/ Mit hundert schönen newen Figuren/ dergleichen  nie wirdt gewesen seyn/ Jn III. vnterschiedlichen Büchern; Auffs fleissigst eigner Person verzeichnet vnd abgerissen Durch Salomon Schweigger/ damal Diener am Evangelio übers dritt Jahr zu Constantinopel/ etc. Dieser zeit aber Prediger der Kirchen zu vnser Frawen in Nürnberg. Vnd jetzo auff offtes begehrn vieler fürnemer/ erfahrner vnnd guthertziger Leut männiglich so wol zum Trost vnd Warnung als zur Lust/ zum andern mal
AC10314757,Z164599303,http://data.onb.ac.at/ABO/%2BZ164599303,Brixen; (DE-588)4008306-8,"Führer, Paul Nikolaus; (DE-588)1037528875","Führer, Paul Nikolaus; (DE-588)1037528875",1696,TravelogueD17 Südamerika,,"<<RR. PP. Antonii Sepp, Und Antonii Böhm, Der Societät Jesu Priestern Teutscher Nation/ deren der erste aus Tyrol an der Etsch zu Caltern/ der ander aus Bayrn Gebürtig/>> Reiß=Beschreibung/ wie dieselben aus Hispanien in Paraquarien kommen; Und Kurtzer Bericht der denckwürdigisten Sachen selbiger Landschafft/ Völckeren/ vnd Arbeitung der sich alldort befindeten PP. Missionarium. gezogen; Aus den durch R. P. Sepp Soc. Jesu, mit eigner Hand geschribnen Briefen/ zu mehrern Nutzen Von Gabriel Sepp von und zu Rechegg leiblichen Bruedern in Druck gegeben"
AC07551565,Z177004902,http://data.onb.ac.at/ABO/%2BZ177004902,Wien; (DE-588)4066009-6,"Rickhes, Susanna; (DE-588)1037521455","Rickhes, Susanna; (DE-588)1037521455",1662,TravelogueD17 Asien Europa; TravelogueD17 Orient,,"Newe Reißbeschreibung nacher Jerusalem vndt dem H. Landte,; waß darinnen Denckwürdiges zu sehen, wie auch von der Türcken Glauben, Handel vndt Leben; in aller kürtze beschrieben vndt in Druckh außgangen durch Lavrentivm Slisansky"
